City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
645,palembang,ID,-2.9167,104.7458,91.49,58,75,6.91,broken clouds
646,nizhnesortymskiy,RU,62.4397,71.7603,31.71,78,99,10.18,overcast clouds
647,fortuna foothills,US,32.6578,-114.4119,66.29,40,0,12.66,clear sky
648,port sudan,SD,19.6175,37.2164,83.62,41,89,10.69,overcast clouds
649,kwaksan,KP,39.6875,125.0828,62.83,42,100,14.18,overcast clouds
650,pasuquin,PH,18.3328,120.6177,89.55,62,20,9.22,few clouds
651,n'zeto,AO,-7.2312,12.8666,77.94,90,99,7.38,light rain
652,rampur,IN,28.8167,79.0333,68.5,60,99,10.51,overcast clouds
653,mulayjah,SA,27.271,48.4242,88.32,13,0,16.2,clear sky
654,soure,BR,-0.7167,-48.5233,78.6,82,100,4.34,overcast clouds
655,muli,MV,2.9167,73.5667,81.61,80,100,16.31,overcast clouds
656,sabang,ID,5.8933,95.3214,84.94,67,100,4.0,overcast clouds
657,coahuayana de hidalgo,MX,18.7,-103.6583,70.75,63,0,3.76,clear sky
658,nova vicosa,BR,-17.8919,-39.3719,74.16,88,100,2.26,overcast clouds
659,fomboni,KM,-12.28,43.7425,81.16,68,100,12.82,overcast clouds
660,hailar,CN,49.2,119.7,76.42,19,0,24.4,clear sky
661,ugoofaaru,MV,5.6667,73.0,82.76,81,100,10.45,overcast clouds
662,al kharijah,EG,25.4514,30.5464,79.92,17,0,11.81,clear sky
663,awjilah,LY,29.1081,21.2869,81.63,13,99,17.67,overcast clouds
664,mejit,MH,10.2753,170.8646,81.34,81,100,21.18,overcast clouds
665,mahajanga,MG,-15.7167,46.3167,86.02,70,40,5.75,scattered clouds
666,rabo de peixe,PT,37.8,-25.5833,58.51,88,40,10.36,light intensity shower rain
667,arno,SE,60.1167,18.6333,34.79,83,99,15.86,light snow
668,longgang,CN,37.6508,120.3286,68.0,34,100,21.81,overcast clouds
669,road town,VG,18.4167,-64.6167,80.69,76,8,11.81,clear sky
670,tamanrasset,DZ,22.785,5.5228,71.51,7,0,2.3,clear sky
671,katsuren-haebaru,JP,26.3369,127.8719,77.4,61,0,17.27,clear sky
672,tofol,FM,5.3248,163.0078,82.02,80,100,13.53,light rain
673,borogontsy,RU,62.6683,131.1683,37.89,95,100,2.75,overcast clouds
674,san juan bautista,PE,-14.0108,-75.7358,71.31,67,0,3.87,clear sky
675,i-n-salah,DZ,27.1935,2.4607,82.81,23,6,24.18,clear sky
676,mount carmel,US,38.4109,-87.7614,50.09,75,8,11.01,clear sky
677,lesnoy,RU,57.6198,63.0784,54.82,35,100,13.82,overcast clouds
678,maloye ganyushkino,KZ,46.6,49.2667,69.6,54,100,14.18,overcast clouds
679,taksimo,RU,56.3444,114.8794,37.09,57,100,6.71,light rain
680,enchanted hills,US,35.3368,-106.593,71.06,22,100,5.01,overcast clouds
681,takoradi,GH,4.8845,-1.7554,79.77,85,100,7.09,overcast clouds
682,jelcz,PL,51.021,17.321,57.09,88,100,8.1,light rain
683,balabac,PH,7.9868,117.0645,86.11,70,89,12.12,overcast clouds
684,yeppoon,AU,-23.1333,150.7333,78.58,66,3,7.58,clear sky
685,whistler,CA,50.1164,-122.9695,49.55,93,64,5.26,broken clouds
686,kurumkan,RU,54.3,110.3,42.33,36,100,12.95,overcast clouds
687,bubaque,GW,11.2833,-15.8333,77.85,81,8,12.33,clear sky
688,bada,RU,51.392,109.8717,43.23,40,100,16.11,overcast clouds
689,balqash,KZ,46.8481,74.995,55.99,26,0,15.66,clear sky
690,ostuni,IT,40.7276,17.5764,61.25,85,100,20.42,overcast clouds
691,maffra,AU,-37.9667,146.9833,63.09,50,92,8.95,light rain
692,whitby,GB,54.4877,-0.615,46.0,72,97,7.0,overcast clouds
693,oyama,JP,36.3,139.8,70.12,24,3,6.96,clear sky
694,khandyga,RU,62.6667,135.6,37.38,88,96,2.71,overcast clouds
695,pustoshka,RU,56.3355,29.369,51.21,48,100,12.44,overcast clouds
696,puerto aysen,CL,-45.4,-72.7,43.79,98,100,4.12,overcast clouds
697,glennville,US,31.9366,-81.9285,57.7,56,0,7.18,clear sky
698,kapoeta,SS,4.7717,33.5903,76.57,68,94,4.74,overcast clouds
699,melenci,RS,45.5139,20.3172,61.0,61,100,22.08,overcast clouds
700,scarborough,GB,54.2797,-0.4044,46.65,75,94,7.9,overcast clouds
701,basco,PH,20.4487,121.9702,79.97,85,1,15.14,clear sky
702,zheshart,RU,62.0731,49.5733,42.98,80,100,9.17,overcast clouds
703,kalemie,CD,-5.9475,29.1947,69.57,93,100,0.4,light rain
704,sittwe,MM,20.15,92.9,89.29,56,26,13.53,scattered clouds
705,mbanza kongo,AO,-6.267,14.2401,69.98,97,100,1.54,overcast clouds
706,dompu,ID,-8.5356,118.4622,89.42,59,100,1.59,overcast clouds
707,luanda,AO,-8.8368,13.2343,80.6,83,20,8.05,few clouds
708,cuamba,MZ,-14.8031,36.5372,72.0,66,8,1.95,clear sky
709,revelstoke,CA,50.9832,-118.2023,56.91,91,95,2.98,overcast clouds
710,danghara,TJ,38.0958,69.34,84.42,33,100,5.1,overcast clouds
711,fazendas de almeirim,PT,39.1755,-8.5693,66.92,73,100,5.3,overcast clouds
712,cananeia,BR,-25.0147,-47.9267,66.51,94,6,4.36,clear sky
713,lianjiang,CN,21.6467,110.2817,83.35,66,76,17.13,broken clouds
714,keflavik,IS,64.0049,-22.5624,39.63,75,75,10.36,broken clouds
715,turpan,CN,42.9333,89.1667,73.15,20,100,2.71,overcast clouds
716,cole harbour,CA,44.6724,-63.4751,42.19,94,100,8.01,overcast clouds
717,sirpur,IN,19.4833,79.6,91.04,46,7,8.05,clear sky
718,sharlyk,RU,52.9167,54.75,72.48,27,6,20.62,clear sky
